   47																																															
den_19656    	0.07773	0.08272	0.07824	0.07524	0.07915	0.07794	0.07014	0.08004	0.08100	0.02166	0.00000	0.03032	0.02897	0.02998	0.02900	0.02274	0.02952	0.03082	0.02363	0.03114	0.02321	0.02954	0.03186	0.03558	0.03514	0.03710	0.03474	0.02823	0.03286	0.02921	0.02384	0.03206	0.03229	0.03175	0.03074	0.03278	0.02941	0.03047	0.03363	0.06217	0.06994	0.04199	0.04201	0.04070	0.02789	0.07145	0.06221
den_20186    	0.07635	0.08177	0.07737	0.07397	0.07905	0.07637	0.06953	0.07930	0.07963	0.02678	0.03032	0.00000	0.02730	0.01323	0.02775	0.02136	0.02653	0.02882	0.02301	0.02736	0.02191	0.02895	0.02766	0.03206	0.03176	0.03318	0.03143	0.02533	0.03086	0.02680	0.02367	0.02834	0.02925	0.02936	0.02817	0.02955	0.03002	0.03030	0.02901	0.06208	0.07120	0.04536	0.04444	0.04324	0.02703	0.07199	0.06441
den_20187    	0.07570	0.08112	0.07651	0.07170	0.07735	0.07486	0.06898	0.07776	0.07812	0.02455	0.02897	0.02730	0.00000	0.02669	0.02651	0.02145	0.02716	0.02768	0.02465	0.02781	0.02265	0.02967	0.02850	0.03144	0.03151	0.03408	0.03169	0.02541	0.03010	0.02683	0.02326	0.02979	0.02795	0.03033	0.02848	0.02906	0.02969	0.02904	0.02991	0.05924	0.06707	0.04211	0.04201	0.04061	0.02518	0.06867	0.06096
den_20188    	0.07573	0.08118	0.07683	0.07369	0.07776	0.07490	0.06972	0.07849	0.07945	0.02555	0.02998	0.01323	0.02669	0.00000	0.02441	0.02240	0.02469	0.02527	0.02196	0.02628	0.02202	0.02626	0.02634	0.02974	0.03048	0.03049	0.02908	0.02432	0.02897	0.02672	0.02219	0.02748	0.02578	0.02819	0.02653	0.02812	0.02931	0.02837	0.02818	0.06236	0.07011	0.04350	0.04319	0.04156	0.02468	0.07063	0.06019
den_20191    	0.07502	0.08114	0.07672	0.07383	0.07815	0.07573	0.07034	0.07805	0.07999	0.02610	0.02900	0.02775	0.02651	0.02441	0.00000	0.02209	0.02643	0.01302	0.02143	0.02805	0.02460	0.02867	0.02766	0.03127	0.03127	0.03306	0.03037	0.02302	0.02923	0.02590	0.02105	0.02888	0.02858	0.02902	0.02693	0.02941	0.02938	0.03038	0.02930	0.06230	0.07038	0.04246	0.04178	0.04177	0.02721	0.07187	0.06086
den_20201    	0.07125	0.07463	0.06823	0.06631	0.07357	0.06833	0.06716	0.06780	0.06716	0.02167	0.02274	0.02136	0.02145	0.02240	0.02209	0.00000	0.01930	0.02048	0.02083	0.02061	0.02017	0.02448	0.02315	0.02688	0.02291	0.02715	0.02425	0.01882	0.02336	0.02082	0.01667	0.02281	0.02171	0.02299	0.02136	0.02256	0.02336	0.02833	0.02027	0.05410	0.06298	0.03429	0.03736	0.03495	0.02718	0.06838	0.05984
den_20222    	0.07580	0.08088	0.07701	0.07362	0.07798	0.07609	0.06928	0.07803	0.07854	0.02532	0.02952	0.02653	0.02716	0.02469	0.02643	0.01930	0.00000	0.02228	0.02363	0.01369	0.02328	0.02834	0.02667	0.03153	0.03256	0.03371	0.03175	0.02494	0.02950	0.02796	0.02326	0.02918	0.02818	0.02848	0.02832	0.02903	0.02760	0.02926	0.02984	0.06156	0.06948	0.04270	0.04319	0.04147	0.03044	0.07080	0.06192
den_20224    	0.07532	0.08161	0.07708	0.07392	0.07817	0.07666	0.07056	0.07941	0.07962	0.02737	0.03082	0.02882	0.02768	0.02527	0.01302	0.02048	0.02228	0.00000	0.02282	0.01605	0.02620	0.03068	0.02918	0.03420	0.03388	0.03481	0.03244	0.02677	0.03225	0.02865	0.02283	0.03152	0.03087	0.03095	0.02850	0.03099	0.03155	0.03125	0.03201	0.06223	0.07065	0.04123	0.04233	0.04093	0.02816	0.07341	0.06106
den_20225    	0.06945	0.07339	0.06910	0.06755	0.07188	0.07338	0.07021	0.07592	0.08093	0.02307	0.02363	0.02301	0.02465	0.02196	0.02143	0.02083	0.02363	0.02282	0.00000	0.02277	0.01787	0.02320	0.02239	0.02813	0.02600	0.02803	0.02575	0.01890	0.02633	0.02228	0.01824	0.02526	0.02152	0.02397	0.02450	0.02411	0.02459	0.02635	0.02266	0.05707	0.06563	0.04113	0.03970	0.03798	0.02577	0.06792	0.06456
den_20229    	0.07815	0.08281	0.07838	0.07418	0.07952	0.07683	0.07071	0.08006	0.07979	0.02594	0.03114	0.02736	0.02781	0.02628	0.02805	0.02061	0.01369	0.01605	0.02277	0.00000	0.02576	0.02911	0.02778	0.03286	0.03287	0.03456	0.03240	0.02675	0.03114	0.02864	0.02529	0.02954	0.03002	0.02996	0.02883	0.03043	0.02846	0.02993	0.03037	0.06194	0.07000	0.04291	0.04331	0.04281	0.03107	0.07246	0.06338
den_20335    	0.07140	0.07312	0.06949	0.06787	0.07084	0.06953	0.06542	0.07016	0.07138	0.02278	0.02321	0.02191	0.02265	0.02202	0.02460	0.02017	0.02328	0.02620	0.01787	0.02576	0.00000	0.02493	0.02484	0.02632	0.02696	0.02666	0.02709	0.01781	0.02607	0.02213	0.01686	0.02407	0.02417	0.02451	0.02386	0.02541	0.02576	0.02523	0.02538	0.05425	0.06450	0.03837	0.03780	0.03557	0.02145	0.06398	0.05858
den_21084    	0.07787	0.08379	0.07898	0.07541	0.08024	0.07719	0.07211	0.08008	0.08132	0.02931	0.02954	0.02895	0.02967	0.02626	0.02867	0.02448	0.02834	0.03068	0.02320	0.02911	0.02493	0.00000	0.02390	0.02801	0.02891	0.02976	0.02893	0.02149	0.02755	0.02385	0.01959	0.02586	0.02444	0.02680	0.02560	0.02632	0.03196	0.03166	0.02737	0.06327	0.07087	0.05034	0.04977	0.04811	0.03321	0.07319	0.06668
den_21112    	0.07605	0.08140	0.07686	0.07487	0.07819	0.07626	0.07010	0.07907	0.07899	0.02806	0.03186	0.02766	0.02850	0.02634	0.02766	0.02315	0.02667	0.02918	0.02239	0.02778	0.02484	0.02390	0.00000	0.02799	0.02853	0.03010	0.02687	0.02214	0.02662	0.02317	0.02073	0.02481	0.02541	0.02675	0.02639	0.02631	0.03067	0.03157	0.02639	0.06156	0.07098	0.04765	0.04911	0.04750	0.03201	0.07276	0.06329
den_25696    	0.07850	0.08431	0.08010	0.07773	0.08080	0.07820	0.07160	0.08051	0.08130	0.03347	0.03558	0.03206	0.03144	0.02974	0.03127	0.02688	0.03153	0.03420	0.02813	0.03286	0.02632	0.02801	0.02799	0.00000	0.01394	0.01365	0.02312	0.01928	0.02734	0.02293	0.01870	0.02772	0.02624	0.02743	0.02604	0.02720	0.03368	0.03407	0.02742	0.06277	0.07120	0.05168	0.05068	0.04974	0.03375	0.07354	0.06593
den_25702    	0.07881	0.08493	0.07995	0.07663	0.08094	0.07826	0.07168	0.08006	0.08179	0.03191	0.03514	0.03176	0.03151	0.03048	0.03127	0.02291	0.03256	0.03388	0.02600	0.03287	0.02696	0.02891	0.02853	0.01394	0.00000	0.01292	0.02451	0.02102	0.02859	0.02481	0.02111	0.02822	0.02702	0.02864	0.02535	0.02646	0.03376	0.03398	0.02782	0.06308	0.07122	0.05062	0.04956	0.04911	0.03014	0.07404	0.06339
den_25703    	0.07942	0.08507	0.07989	0.07858	0.08195	0.07850	0.07293	0.08182	0.08277	0.03458	0.03710	0.03318	0.03408	0.03049	0.03306	0.02715	0.03371	0.03481	0.02803	0.03456	0.02666	0.02976	0.03010	0.01365	0.01292	0.00000	0.02667	0.02189	0.02849	0.02681	0.02123	0.02857	0.02712	0.02948	0.02712	0.02721	0.03537	0.03532	0.02935	0.06502	0.07232	0.05239	0.05112	0.05055	0.03396	0.07480	0.06505
den_25716    	0.07846	0.08368	0.07928	0.07654	0.08065	0.07847	0.07317	0.08119	0.08185	0.03174	0.03474	0.03143	0.03169	0.02908	0.03037	0.02425	0.03175	0.03244	0.02575	0.03240	0.02709	0.02893	0.02687	0.02312	0.02451	0.02667	0.00000	0.01685	0.02740	0.02485	0.02028	0.02753	0.02642	0.02589	0.02701	0.02771	0.03523	0.03440	0.02670	0.06413	0.07152	0.05093	0.05019	0.04826	0.03225	0.07298	0.06567
den_25743    	0.07143	0.07504	0.06982	0.06646	0.07072	0.06996	0.06705	0.07584	0.07413	0.02606	0.02823	0.02533	0.02541	0.02432	0.02302	0.01882	0.02494	0.02677	0.01890	0.02675	0.01781	0.02149	0.02214	0.01928	0.02102	0.02189	0.01685	0.00000	0.02310	0.01581	0.01542	0.01991	0.01895	0.02128	0.01948	0.02112	0.02790	0.02752	0.02040	0.05787	0.06752	0.04500	0.04485	0.04238	0.02746	0.06646	0.06028
den_25817    	0.07990	0.08422	0.07985	0.07698	0.08118	0.07791	0.07269	0.08059	0.08178	0.03110	0.03286	0.03086	0.03010	0.02897	0.02923	0.02336	0.02950	0.03225	0.02633	0.03114	0.02607	0.02755	0.02662	0.02734	0.02859	0.02849	0.02740	0.02310	0.00000	0.02265	0.01871	0.02444	0.02336	0.02491	0.02313	0.02485	0.03258	0.03315	0.02564	0.06480	0.07185	0.05024	0.04954	0.04839	0.03510	0.07422	0.06518
den_25828    	0.07459	0.07787	0.07383	0.07064	0.07429	0.07158	0.06797	0.07531	0.07603	0.02827	0.02921	0.02680	0.02683	0.02672	0.02590	0.02082	0.02796	0.02865	0.02228	0.02864	0.02213	0.02385	0.02317	0.02293	0.02481	0.02681	0.02485	0.01581	0.02265	0.00000	0.01473	0.02190	0.02036	0.02319	0.02045	0.02279	0.02967	0.02879	0.02191	0.06071	0.06689	0.04919	0.04670	0.04422	0.03060	0.07061	0.05945
den_25846    	0.06675	0.06976	0.06784	0.06114	0.06555	0.06303	0.05789	0.06614	0.06876	0.01977	0.02384	0.02367	0.02326	0.02219	0.02105	0.01667	0.02326	0.02283	0.01824	0.02529	0.01686	0.01959	0.02073	0.01870	0.02111	0.02123	0.02028	0.01542	0.01871	0.01473	0.00000	0.01752	0.01646	0.01984	0.01786	0.01792	0.02568	0.02664	0.01768	0.05450	0.05709	0.04401	0.04052	0.03707	0.02626	0.06443	0.05006
den_25885    	0.07791	0.08369	0.07857	0.07656	0.07979	0.07667	0.07161	0.07885	0.08073	0.02830	0.03206	0.02834	0.02979	0.02748	0.02888	0.02281	0.02918	0.03152	0.02526	0.02954	0.02407	0.02586	0.02481	0.02772	0.02822	0.02857	0.02753	0.01991	0.02444	0.02190	0.01752	0.00000	0.02258	0.02485	0.02345	0.02442	0.03128	0.03214	0.02439	0.06171	0.07191	0.04956	0.04942	0.04894	0.03296	0.07196	0.06718
den_25898    	0.07717	0.08194	0.07753	0.07412	0.07949	0.07656	0.06960	0.07753	0.07967	0.02642	0.03229	0.02925	0.02795	0.02578	0.02858	0.02171	0.02818	0.03087	0.02152	0.03002	0.02417	0.02444	0.02541	0.02624	0.02702	0.02712	0.02642	0.01895	0.02336	0.02036	0.01646	0.02258	0.00000	0.02389	0.02228	0.02282	0.03031	0.02975	0.02531	0.05852	0.06843	0.04794	0.04708	0.04655	0.02993	0.07181	0.06277
den_25903    	0.07696	0.08252	0.07765	0.07459	0.07961	0.07738	0.07084	0.08076	0.08038	0.02849	0.03175	0.02936	0.03033	0.02819	0.02902	0.02299	0.02848	0.03095	0.02397	0.02996	0.02451	0.02680	0.02675	0.02743	0.02864	0.02948	0.02589	0.02128	0.02491	0.02319	0.01984	0.02485	0.02389	0.00000	0.02171	0.02549	0.03193	0.03238	0.02402	0.06071	0.07009	0.04963	0.04934	0.04813	0.02945	0.07191	0.06456
den_25908    	0.07583	0.08042	0.07657	0.07294	0.07755	0.07537	0.06869	0.07733	0.07932	0.02611	0.03074	0.02817	0.02848	0.02653	0.02693	0.02136	0.02832	0.02850	0.02450	0.02883	0.02386	0.02560	0.02639	0.02604	0.02535	0.02712	0.02701	0.01948	0.02313	0.02045	0.01786	0.02345	0.02228	0.02171	0.00000	0.02202	0.03141	0.03037	0.02089	0.06153	0.06903	0.04721	0.04801	0.04673	0.02918	0.07300	0.06189
den_25939    	0.07697	0.08247	0.07838	0.07603	0.07972	0.07788	0.07123	0.08019	0.08048	0.02824	0.03278	0.02955	0.02906	0.02812	0.02941	0.02256	0.02903	0.03099	0.02411	0.03043	0.02541	0.02632	0.02631	0.02720	0.02646	0.02721	0.02771	0.02112	0.02485	0.02279	0.01792	0.02442	0.02282	0.02549	0.02202	0.00000	0.03272	0.03238	0.02373	0.06373	0.07111	0.04924	0.04925	0.04833	0.03261	0.07460	0.06227
den_26573    	0.07863	0.08336	0.07949	0.07587	0.08051	0.07864	0.07214	0.08221	0.08252	0.02579	0.02941	0.03002	0.02969	0.02931	0.02938	0.02336	0.02760	0.03155	0.02459	0.02846	0.02576	0.03196	0.03067	0.03368	0.03376	0.03537	0.03523	0.02790	0.03258	0.02967	0.02568	0.03128	0.03031	0.03193	0.03141	0.03272	0.00000	0.02957	0.03296	0.06319	0.07109	0.04160	0.04090	0.04097	0.02540	0.07283	0.06210
den_26579    	0.07634	0.08128	0.07705	0.07411	0.07810	0.07618	0.07138	0.07916	0.08052	0.02719	0.03047	0.03030	0.02904	0.02837	0.03038	0.02833	0.02926	0.03125	0.02635	0.02993	0.02523	0.03166	0.03157	0.03407	0.03398	0.03532	0.03440	0.02752	0.03315	0.02879	0.02664	0.03214	0.02975	0.03238	0.03037	0.03238	0.02957	0.00000	0.03278	0.06256	0.06969	0.04216	0.04216	0.03986	0.02597	0.07225	0.06101
den_26961    	0.07712	0.08152	0.07774	0.07493	0.07855	0.07620	0.06985	0.07739	0.07999	0.03003	0.03363	0.02901	0.02991	0.02818	0.02930	0.02027	0.02984	0.03201	0.02266	0.03037	0.02538	0.02737	0.02639	0.02742	0.02782	0.02935	0.02670	0.02040	0.02564	0.02191	0.01768	0.02439	0.02531	0.02402	0.02089	0.02373	0.03296	0.03278	0.00000	0.06241	0.06887	0.04905	0.04880	0.04780	0.02842	0.07150	0.06450
ni_14192     	0.07585	0.07846	0.07429	0.06657	0.07313	0.07296	0.06904	0.07652	0.07551	0.05669	0.06217	0.06208	0.05924	0.06236	0.06230	0.05410	0.06156	0.06223	0.05707	0.06194	0.05425	0.06327	0.06156	0.06277	0.06308	0.06502	0.06413	0.05787	0.06480	0.06071	0.05450	0.06171	0.05852	0.06071	0.06153	0.06373	0.06319	0.06256	0.06241	0.00000	0.03222	0.06450	0.06579	0.06598	0.05285	0.03447	0.03053
ni_14199     	0.07961	0.08267	0.07935	0.07511	0.07867	0.07866	0.07684	0.08182	0.08001	0.06451	0.06994	0.07120	0.06707	0.07011	0.07038	0.06298	0.06948	0.07065	0.06563	0.07000	0.06450	0.07087	0.07098	0.07120	0.07122	0.07232	0.07152	0.06752	0.07185	0.06689	0.05709	0.07191	0.06843	0.07009	0.06903	0.07111	0.07109	0.06969	0.06887	0.03222	0.00000	0.07353	0.07298	0.07121	0.05786	0.03943	0.03214
aff_18034    	0.08085	0.08508	0.08117	0.07822	0.08336	0.08092	0.07401	0.08185	0.08346	0.03570	0.04199	0.04536	0.04211	0.04350	0.04246	0.03429	0.04270	0.04123	0.04113	0.04291	0.03837	0.05034	0.04765	0.05168	0.05062	0.05239	0.05093	0.04500	0.05024	0.04919	0.04401	0.04956	0.04794	0.04963	0.04721	0.04924	0.04160	0.04216	0.04905	0.06450	0.07353	0.00000	0.03098	0.02952	0.02740	0.07468	0.06562
aff_18040    	0.08108	0.08640	0.08182	0.07852	0.08414	0.08170	0.07508	0.08284	0.08427	0.03774	0.04201	0.04444	0.04201	0.04319	0.04178	0.03736	0.04319	0.04233	0.03970	0.04331	0.03780	0.04977	0.04911	0.05068	0.04956	0.05112	0.05019	0.04485	0.04954	0.04670	0.04052	0.04942	0.04708	0.04934	0.04801	0.04925	0.04090	0.04216	0.04880	0.06579	0.07298	0.03098	0.00000	0.02928	0.02591	0.07429	0.06624
aff_18083    	0.07834	0.08420	0.07988	0.07606	0.08083	0.07866	0.07261	0.08122	0.08132	0.03680	0.04070	0.04324	0.04061	0.04156	0.04177	0.03495	0.04147	0.04093	0.03798	0.04281	0.03557	0.04811	0.04750	0.04974	0.04911	0.05055	0.04826	0.04238	0.04839	0.04422	0.03707	0.04894	0.04655	0.04813	0.04673	0.04833	0.04097	0.03986	0.04780	0.06598	0.07121	0.02952	0.02928	0.00000	0.02713	0.07303	0.06327
aff_25550    	0.06538	0.07111	0.06360	0.06095	0.06707	0.07039	0.06220	0.07198	0.06949	0.02235	0.02789	0.02703	0.02518	0.02468	0.02721	0.02718	0.03044	0.02816	0.02577	0.03107	0.02145	0.03321	0.03201	0.03375	0.03014	0.03396	0.03225	0.02746	0.03510	0.03060	0.02626	0.03296	0.02993	0.02945	0.02918	0.03261	0.02540	0.02597	0.02842	0.05285	0.05786	0.02740	0.02591	0.02713	0.00000	0.06073	0.05618
ni_33030     	0.08021	0.08389	0.07941	0.07456	0.07950	0.07813	0.07648	0.08333	0.08277	0.07085	0.07145	0.07199	0.06867	0.07063	0.07187	0.06838	0.07080	0.07341	0.06792	0.07246	0.06398	0.07319	0.07276	0.07354	0.07404	0.07480	0.07298	0.06646	0.07422	0.07061	0.06443	0.07196	0.07181	0.07191	0.07300	0.07460	0.07283	0.07225	0.07150	0.03447	0.03943	0.07468	0.07429	0.07303	0.06073	0.00000	0.03654
ni_33060     	0.07827	0.07923	0.07548	0.06842	0.07722	0.07391	0.07164	0.07947	0.07507	0.05920	0.06221	0.06441	0.06096	0.06019	0.06086	0.05984	0.06192	0.06106	0.06456	0.06338	0.05858	0.06668	0.06329	0.06593	0.06339	0.06505	0.06567	0.06028	0.06518	0.05945	0.05006	0.06718	0.06277	0.06456	0.06189	0.06227	0.06210	0.06101	0.06450	0.03053	0.03214	0.06562	0.06624	0.06327	0.05618	0.03654	0.00000
